CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D
Q6C105	YALI0F20306g1_1	1.4543E-05	1.26385E-05	1.34079E-05	1.28416E-05	5.99955E-06	5.68124E-06	7.52476E-06	7.19344E-06	8.08659E-06	3.64862E-06	1.18809E-05
Q6C6P1	YALI0E07744g1_1	8.02499E-07	6.27468E-07	7.64502E-08	1.37635E-06	1.24896E-06	2.25092E-06	1.9234E-07	3.04303E-08	2.6578E-08	4.8016E-08	2.10743E-07
Q6CEK4	YALI0B14971g1_1	8.33603E-07	4.52306E-07	1.03589E-06	9.92132E-07	3.43893E-07	4.19143E-07	6.90819E-07	5.30708E-07	4.63522E-07	6.5061E-07	4.72587E-07
Q6CA74	YALI0D05291g1_1	1.55326E-05	7.78079E-06	8.25452E-06	1.76355E-06	7.97372E-06	4.50181E-06	5.96262E-06	7.09304E-06	7.51279E-06	8.99414E-06	3.16913E-06
Q6C023	YALI0F28413g1_1	6.10595E-06	4.06792E-07	4.17652E-06	1.73313E-06	4.89258E-06	4.08447E-06	3.75415E-06	2.88405E-06	2.51894E-06	4.55075E-06	3.70087E-06
Q6C985	YALI0D13112g1_1	1.26194E-05	3.52525E-06	8.07367E-06	2.48565E-06	9.03154E-06	7.89573E-06	1.04578E-05	9.99737E-06	1.0589E-05	1.26769E-05	4.46676E-06
Q6C8F7	YALI0D20042g1_1	1.73504E-06	1.50782E-06	1.59963E-06	1.53206E-06	9.64764E-07	5.02867E-07	8.97737E-07	8.58208E-07	1.20053E-06	1.35417E-06	2.45905E-06
Q6C9Y6	YALI0D07326g1_1	4.60893E-07	1.12107E-06	8.25331E-07	1.26605E-06	5.91495E-07	8.07141E-07	1.71225E-06	3.17929E-06	2.40809E-06	3.72189E-06	2.27512E-06
Q6C454	YALI0E29579g1_1	2.6093E-06	2.0402E-06	2.40565E-06	3.32019E-06	2.69106E-06	2.35263E-06	2.5041E-06	3.61244E-06	2.60173E-06	3.77724E-06	4.14039E-06
Q6C5Y8	YALI0E13992g1_1	1.38208E-06	2.77214E-06	2.94092E-06	1.95463E-06	4.0938E-06	3.8766E-06	1.65049E-06	1.57782E-06	2.20718E-06	1.28179E-06	1.1291E-06
Q6CBQ3	YALI0C16566g1_1	3.69094E-07	2.88592E-07	4.90365E-07	4.69651E-07	9.50681E-08	2.07778E-07	8.84632E-08	5.10991E-07	1.70475E-07	2.13723E-07	3.01532E-07
Q6C1S4	YALI0F13783g1_1	4.29288E-08	0	0	0	0	3.8706E-08	1.64794E-08	9.51901E-08	4.28042E-08	0	1.09102E-07
Q6C2S5	YALI0F05544g1_1	1.37577E-05	1.07571E-05	1.2684E-05	7.58481E-06	1.41888E-05	1.24044E-05	7.61051E-06	2.26331E-05	2.31064E-05	3.00541E-05	1.16137E-06
Q6CBY1	YALI0C14520g1_1	2.01835E-06	4.90942E-06	8.3419E-06	1.38606E-05	9.77209E-06	9.53586E-06	9.09318E-06	2.30419E-06	6.26066E-06	7.06185E-06	9.96321E-06
Q6CG50	YALI0B00858g1_1	1.16973E-05	6.34685E-06	1.45358E-05	1.03288E-05	1.04175E-05	8.87553E-06	1.3969E-05	5.78585E-06	8.09373E-06	6.7733E-06	2.13167E-06
Q6C3I3	YALI0E34573g1_1	2.81478E-05	5.64578E-05	4.15641E-05	2.48547E-05	2.68009E-05	1.30663E-05	2.49389E-05	3.21341E-05	2.8066E-05	3.76183E-05	3.68304E-05
Q6CC28	YALI0C13090g1_1	2.32962E-06	9.37805E-07	3.09505E-06	2.96431E-06	2.40262E-06	3.53804E-06	2.2357E-06	1.23196E-06	1.86668E-06	2.62012E-06	1.18827E-06
0	YALI0E23243g1_1	2.6364E-06	3.3016E-06	3.89301E-06	3.72856E-06	1.74197E-06	1.76357E-06	2.33584E-06	5.84593E-06	3.38347E-06	3.52344E-06	4.97104E-06
Q6C7F4	YALI0E01254g1_1	0.000008481	1.75774E-06	4.02564E-06	5.55603E-06	3.49874E-06	6.63138E-06	5.21442E-06	4.00587E-06	3.49874E-06	2.52838E-06	3.56716E-06
Q6CFS3	YALI0B04312g1_1	2.69619E-07	1.05039E-06	7.73295E-07	2.38075E-07	1.55118E-06	3.96279E-06	3.11604E-06	5.01759E-06	3.74918E-06	4.70031E-06	3.07181E-06
Q6C3C3	YALI0F00880g1_1	3.02751E-06	2.36719E-06	4.02223E-06	2.67331E-06	4.71184E-06	4.59793E-06	2.25735E-06	2.77751E-06	3.01872E-06	1.09455E-06	1.54424E-06
Q6C9J1	YALI0D10813g1_1	1.25247E-05	8.07531E-06	1.15471E-05	8.20509E-06	6.65035E-06	4.67221E-06	4.80793E-06	2.36636E-06	4.01436E-06	3.73388E-06	0
Q6C1G4	YALI0F16489g1_1	2.25123E-06	1.76022E-06	1.29587E-06	1.98785E-06	2.88915E-06	4.49455E-06	2.68843E-06	1.60463E-06	2.24469E-06	1.30357E-06	1.83914E-06
Q6C0B5	YALI0F26169g1_1	4.41185E-07	9.14381E-08	4.06751E-07	3.89569E-07	2.91508E-07	1.59276E-06	1.02334E-06	1.56686E-06	7.0457E-07	1.54363E-06	5.77276E-07
Q6C8J1	YALI0D19206g1_1	4.57753E-06	3.97806E-06	2.92863E-06	4.04199E-06	1.88841E-06	1.78822E-06	1.75721E-06	2.26419E-06	1.97755E-06	2.65061E-06	1.62027E-06
Q6C8D4	YALI0D20570g1_1	8.13478E-07	1.9787E-06	2.33314E-06	1.39518E-06	2.60995E-06	1.83362E-06	2.42862E-06	4.16322E-06	3.63617E-06	9.14916E-07	1.29081E-06
Q6CCH7	YALI0C09262g1_1	1.14138E-05	3.18849E-06	4.55931E-06	1.35845E-05	1.0165E-05	4.45883E-06	3.04054E-06	4.18859E-06	6.34663E-06	8.90827E-06	1.61767E-05
Q6C4I7	YALI0E26455g1_1	1.45773E-05	2.92386E-05	6.91933E-06	2.06161E-05	1.8708E-05	1.31433E-05	1.74083E-05	2.66542E-05	1.4535E-05	1.35194E-05	1.90739E-05
Q6C6S1	YALI0E06765g1_1	4.72996E-07	5.92341E-07	1.95491E-06	1.87233E-06	1.51755E-06	1.91182E-06	1.75721E-06	1.34994E-06	9.16042E-07	2.13007E-06	3.73962E-06
Q6CGN3	YALI0A17875g1_1	0	0	0	0	0	0	0	5.73263E-06	8.85614E-06	5.64763E-06	9.46821E-06
Q6C8E4	YALI0D20328g1_1	2.66673E-06	2.0851E-06	3.54291E-06	2.35474E-06	1.58532E-06	1.93222E-06	3.18462E-06	3.69194E-06	1.66016E-06	1.54417E-06	5.4464E-06
Q6CB67	YALI0C21516g1_1	2.3751E-06	4.92252E-07	3.50716E-06	2.09723E-06	9.79818E-07	1.10253E-06	9.11745E-07	6.25813E-06	3.04813E-06	4.27842E-06	6.03621E-06
Q6CI80	YALI0A00847g1_1	7.52281E-06	6.53762E-06	4.81298E-06	1.48178E-06	8.12477E-06	5.70807E-06	7.5603E-06	5.95976E-06	4.18303E-06	1.88736E-06	1.37093E-06
Q6C815	YALI0D23617g1_1	6.6252E-06	1.1956E-05	1.18639E-05	8.43019E-06	2.73315E-06	1.19888E-06	3.66493E-06	3.50356E-06	4.12449E-06	1.23318E-06	7.79955E-06
Q6C1T7	YALI0F13475g1_1	1.21807E-06	1.52541E-06	2.18123E-06	3.34599E-06	2.25268E-06	2.13316E-06	2.09617E-06	2.70095E-06	2.35902E-06	5.48543E-06	4.46099E-06
Q6CES3	YALI0B13420g1_1	5.93046E-06	7.4268E-06	5.46759E-06	5.23663E-06	4.75196E-06	3.3385E-06	5.69135E-06	5.44075E-06	1.90081E-06	6.66996E-06	6.98166E-06
Q6CBJ1	YALI0C18315g1_1	1.06782E-06	6.88479E-07	5.06856E-07	4.85446E-07	2.1949E-06	1.87002E-06	1.64131E-06	2.36777E-06	2.4574E-06	6.18319E-07	2.01342E-06
Q6C6N8	YALI0E07810g1_1	1.68605E-06	0	3.01925E-06	0	3.11815E-06	4.7292E-06	5.03368E-06	4.81204E-06	4.20285E-06	3.0372E-06	2.6754E-06
Q6CAJ7	YALI0D02167g1_1	5.34374E-07	6.69206E-07	2.97688E-06	4.71856E-07	1.33204E-06	4.66282E-06	1.98523E-06	0	0	0	0
Q6CCW2	YALI0C06039g1_1	7.96905E-06	3.20799E-06	7.34707E-06	7.03672E-06	6.38544E-06	7.18515E-06	4.40832E-06	9.09765E-06	1.14503E-05	1.1536E-05	6.51033E-06
Q6C5N1	YALI0E16643g1_1	1.17671E-06	1.47361E-06	0	2.01814E-06	7.91323E-06	7.30839E-06	7.36346E-06	3.35834E-06	4.42635E-06	3.05453E-06	0
Q6CD02	YALI0C05082g1_1	4.93522E-05	4.2889E-05	1.9714E-05	3.0241E-05	2.03597E-05	1.43037E-05	1.31469E-05	1.25681E-05	1.0977E-05	2.85773E-05	2.79788E-05
0	YALI0D21736g1_1	1.31951E-07	1.65245E-07	3.7845E-07	5.22322E-07	5.26807E-07	8.19534E-07	8.2571E-07	2.17075E-07	4.09296E-07	7.64062E-08	4.83249E-07
Q6CHH7	YALI0A08734g1_1	2.14526E-06	4.30289E-06	6.15282E-06	3.03396E-06	4.40958E-06	1.93423E-06	4.10323E-06	3.15222E-06	1.10128E-06	2.86705E-06	2.807E-06
Q6C5U6	YALI0E15081g1_1	1.28468E-06	1.66239E-07	1.18441E-06	7.08257E-07	1.70361E-07	7.23196E-07	7.10657E-07	1.17859E-06	7.99769E-07	1.44487E-06	6.55275E-07
Q6CC78	YALI0C11693g1_1	2.4412E-06	3.05716E-06	5.1946E-06	2.1556E-06	4.03245E-06	4.27517E-06	1.50094E-06	2.78693E-06	3.13296E-06	3.26257E-06	1.02679E-06
Q6C7B1	YALI0E02244g1_1	6.94026E-07	2.79385E-07	6.39858E-07	6.1283E-07	4.66726E-06	3.78105E-06	3.12677E-06	3.55189E-06	3.10223E-06	2.42828E-06	1.76384E-06
Q6CBL5	YALI0C17567g1_1	1.19174E-05	6.46628E-06	7.62456E-06	2.27174E-05	2.13012E-06	2.3969E-06	1.98213E-06	1.89486E-06	1.18828E-05	6.90075E-06	4.21829E-06
Q6C932	YALI0D14630g1_1	5.19589E-06	6.50689E-06	7.67245E-06	7.59306E-07	4.94726E-06	4.68478E-06	9.93815E-06	5.93175E-06	8.29782E-06	4.81883E-06	1.32051E-05
Q6C100	YALI0F20416g1_1	1.64435E-06	2.05925E-06	1.51601E-06	1.45197E-06	4.09888E-06	4.61222E-06	2.52748E-06	2.41619E-06	2.62602E-06	2.19761E-06	3.1005E-06
Q6C0P7	YALI0F22781g1_1	5.27007E-06	4.12063E-06	4.85875E-06	4.65351E-06	3.13296E-06	1.52742E-06	2.9153E-06	2.78693E-06	2.43412E-06	3.05163E-06	4.30539E-06
Q6CB52	YALI0C21868g1_1	2.10663E-06	2.63816E-06	3.11073E-06	2.97933E-06	5.2512E-06	5.12426E-06	4.88638E-06	3.85192E-06	4.07986E-06	3.7948E-06	3.97214E-06
Q6CA79	YALI0D05159g1_1	4.56163E-06	5.7126E-06	5.66858E-06	8.9851E-07	3.26471E-06	2.85414E-06	3.0379E-06	2.90413E-06	4.54839E-06	2.64141E-06	1.61464E-06
0	0	1.15181E-06	2.31026E-06	1.7008E-06	2.34738E-06	7.61045E-07	1.03851E-06	1.0205E-06	1.31493E-06	5.91285E-07	1.06822E-06	1.5071E-06
Q6CHU1	YALI0A04983g1_1	5.75333E-06	4.49849E-06	5.30429E-06	5.08023E-06	2.37347E-06	2.4029E-06	3.18263E-06	4.10087E-06	3.58171E-06	2.08002E-06	2.9346E-06
Q6C1P3	YALI0F14575g1_1	2.75122E-07	1.10752E-07	7.89078E-07	7.55747E-07	8.82696E-07	9.35826E-07	1.0221E-06	7.85204E-07	6.858E-07	1.23897E-06	2.24761E-07
Q6C800	YALI0D23947g1_1	2.34041E-06	2.10164E-07	1.49736E-06	6.42898E-06	1.30137E-06	1.46436E-06	2.79493E-06	0	5.37891E-08	0	0
Q6C3N0	YALI0E33473g1_1	6.23357E-07	1.80174E-06	9.20474E-07	1.2704E-06	2.57159E-07	7.23403E-07	3.83262E-07	1.13979E-06	4.61135E-07	8.33092E-07	8.15643E-07
Q6C3X6	YALI0E31449g1_1	1.0355E-06	1.29677E-06	2.96991E-06	4.09895E-06	5.01349E-06	4.89229E-06	3.84693E-06	1.70351E-06	1.48785E-06	5.99602E-07	8.45949E-07
W0TYP0	YALI0B07183g1_1	1.71198E-05	2.14394E-05	1.57837E-05	3.48903E-05	1.13118E-05	1.1452E-05	6.57192E-06	1.95444E-05	1.70701E-05	2.288E-05	1.39861E-05
Q6CC54	YALI0C12386g1_1	4.98795E-07	0	4.59864E-07	4.26245E-06	4.97845E-06	3.49762E-06	6.99083E-06	7.94131E-06	6.93597E-06	5.42914E-06	5.68285E-06
Q6CCJ7	YALI0C08811g1_1	6.37966E-06	1.15129E-05	5.88174E-06	8.11775E-06	5.1119E-06	5.75211E-06	4.75675E-06	3.37371E-06	2.04479E-06	3.69414E-06	3.25408E-06
Q6C704	YALI0E04807g1_1	9.24236E-07	3.72057E-07	2.13023E-06	2.62337E-07	3.81283E-07	3.86011E-07	5.11269E-07	8.47917E-07	2.96233E-07	5.35178E-07	1.08806E-06
Q6CFL3	YALI0B05896g1_1	7.59435E-06	1.84725E-05	7.00162E-06	3.00618E-05	2.43656E-05	1.32996E-05	9.06922E-06	8.66988E-06	1.09119E-05	2.65713E-05	1.93007E-05
Q6C386	YALI0F01793g1_1	1.08853E-06	4.38193E-07	1.44617E-06	9.61175E-07	1.12263E-06	7.88707E-07	4.1786E-07	9.9864E-07	6.77656E-07	1.22426E-06	8.89273E-07
Q6C6Q2	YALI0E07315g1_1	7.61992E-07	3.06745E-07	1.36452E-06	2.16285E-07	4.38392E-06	4.15132E-06	4.07934E-06	1.68964E-06	2.3636E-06	8.57009E-07	1.20911E-06
Q6C224	YALI0F11473g1_1	8.51878E-07	1.06682E-06	1.52548E-06	7.52214E-07	4.12448E-06	3.44325E-06	1.97596E-06	3.02543E-06	2.64242E-06	2.21133E-06	2.16502E-06
Q6C1T8	YALI0F13453g1_1	1.62412E-06	6.53799E-07	1.49736E-06	2.78549E-06	6.48418E-06	1.13885E-05	1.17194E-05	2.67186E-06	3.1454E-06	5.6825E-06	2.57712E-06
W0TYP5	YALI0B01224g1_1	7.61104E-07	4.12969E-07	7.01701E-07	1.49916E-07	3.13985E-07	4.76211E-07	1.26589E-07	7.31218E-07	6.38648E-07	4.40717E-07	4.31486E-07
Q6C820	YALI0D23463g1_1	2.08372E-07	1.34349E-07	3.07691E-07	5.72388E-07	4.28309E-07	1.39387E-07	2.48839E-07	3.81004E-07	2.67419E-07	2.78481E-07	1.7023E-07
Q6C6Q8	YALI0E07139g1_1	6.03531E-07	3.89129E-07	9.20874E-08	5.32922E-07	9.96931E-07	1.69284E-06	1.39991E-06	6.89005E-07	4.46469E-07	8.06595E-07	1.53385E-06
Q6CAR0	YALI0D00693g1_1	3.18766E-06	1.28321E-06	1.8349E-06	2.81472E-06	1.31503E-06	1.33134E-06	2.37676E-06	2.2721E-06	1.98446E-06	2.65987E-06	3.75269E-06
Q6C8K4	YALI0D18920g1_1	1.08853E-06	4.38193E-07	1.94925E-06	3.0897E-07	2.71338E-06	3.70261E-06	3.24977E-06	4.68815E-06	1.56405E-06	3.80856E-06	3.98654E-06
Q6C3P7	YALI0E33143g1_1	4.32367E-06	5.4146E-06	2.0523E-06	3.81783E-06	5.54886E-06	6.24379E-06	6.64578E-06	6.35315E-06	6.90488E-06	7.78851E-06	1.81856E-06
Q6CAN4	YALI0D01265g1_1	4.34802E-06	3.39969E-06	2.50284E-06	3.83933E-06	2.58482E-06	3.92032E-06	5.19243E-06	2.29933E-06	2.70684E-06	2.51772E-06	1.14183E-06
Q6C1L5	YALI0F15191g1_1	7.03682E-07	1.71163E-06	1.2601E-06	1.20687E-06	2.80941E-06	2.39357E-06	3.76718E-06	2.49912E-06	1.75408E-06	7.91429E-07	1.11659E-06
Q6CEG7	YALI0B15774g1_1	2.39837E-06	3.10353E-07	7.10783E-07	2.1883E-07	1.42579E-06	2.16245E-06	1.32673E-06	1.70951E-06	1.92177E-06	2.69744E-06	2.82349E-06
Q6CA04	YALI0D06930g1_1	3.06893E-06	1.66517E-06	1.2259E-06	1.88051E-06	6.05203E-06	3.23437E-06	2.54326E-06	7.81534E-07	4.26183E-07	7.69947E-07	5.5927E-07
Q6C823	YALI0D23397g1_1	4.97554E-06	3.20799E-06	2.36172E-06	2.26195E-06	4.73745E-06	1.44206E-06	9.51668E-06	4.21421E-06	4.96109E-06	1.48332E-06	6.51033E-06
Q6C0U1	YALI0F21769g1_1	1.38016E-06	5.55591E-07	4.09024E-07	7.60896E-07	8.20477E-07	1.00001E-06	7.63474E-07	1.57562E-06	1.37615E-06	7.99177E-07	1.12752E-06
Q6CG05	YALI0B02002g1_1	6.312E-07	4.93531E-07	8.38589E-07	5.57354E-07	9.82364E-07	1.26018E-06	9.14114E-07	7.44589E-08	6.29368E-07	3.77667E-08	5.1566E-07
Q6C5A6	YALI0E19657g1_1	4.67897E-06	1.88355E-06	4.45743E-07	2.57958E-06	1.93026E-06	3.39022E-06	3.4887E-06	3.33508E-06	3.74918E-06	5.26243E-06	7.4245E-06
Q6CGP7	0	5.14908E-07	6.44828E-07	1.47681E-06	2.74727E-06	1.28352E-06	2.08123E-06	1.00238E-05	6.8989E-06	6.02552E-06	2.88548E-06	4.20655E-07
Q6CF30	YALI0B10736g1_1	6.24587E-06	4.8836E-06	8.29802E-06	3.44342E-06	2.57666E-06	2.60861E-06	2.39765E-06	3.30295E-06	2.0019E-06	5.21173E-06	5.10257E-06
Q6CB90	YALI0C21043g1_1	8.969E-06	1.1232E-05	4.25728E-06	7.91969E-06	8.53983E-06	1.5707E-05	5.51446E-06	7.59662E-06	8.94297E-06	8.31813E-06	1.17356E-05
Q6CIA1	YALI0A00286g1_1	2.96045E-06	3.70742E-06	8.49087E-06	6.0334E-06	7.37953E-06	3.43559E-06	5.66244E-06	1.74004E-06	2.19002E-06	1.71424E-06	3.87365E-06
Q6CBS2	YALI0C16049g1_1	3.61928E-06	4.53248E-06	1.07261E-06	1.43267E-05	6.69341E-06	8.15805E-06	8.39502E-06	1.03295E-05	9.02182E-06	9.39503E-06	9.19826E-06
Q6C406	YALI0E30811g1_1	1.6063E-05	2.0116E-05	1.48093E-05	1.41838E-05	6.62661E-06	1.44829E-05	9.87612E-06	1.36052E-05	1.18828E-05	1.48974E-05	2.10179E-05
Q6C5J1	YALI0E17655g1_1	1.99721E-06	8.03989E-07	1.14965E-06	1.10108E-06	5.14423E-07	1.86071E-07	4.78684E-07	1.83229E-06	2.86969E-06	1.66653E-06	5.07582E-06
Q6C2D3	YALI0F08833g1_1	1.61663E-06	1.26403E-06	2.1478E-06	2.05707E-06	6.66923E-07	6.75193E-07	8.94289E-07	8.54912E-07	1.61194E-06	1.34897E-06	2.56524E-06
B5FVG8	YALI0E34826g1_1	5.54015E-05	2.23023E-05	3.18906E-05	1.57253E-05	7.34682E-06	4.0142E-05	2.12674E-05	3.94892E-05	5.52407E-05	4.62286E-05	4.52604E-05
Q6C9H7	YALI0D11110g1_1	1.00357E-06	1.25678E-06	5.59063E-06	1.72119E-06	3.21982E-06	1.7575E-06	2.99612E-06	2.2253E-06	3.77506E-06	3.5113E-06	1.59244E-06
Q6C9B7	YALI0D12452g1_1	8.33603E-07	0	1.10749E-06	4.59575E-07	2.14712E-07	4.69269E-07	3.20001E-07	7.64768E-07	3.85021E-07	9.3755E-07	1.32274E-06
Q6C642	YALI0E12595g1_1	3.36676E-06	2.92585E-06	6.92404E-07	1.28806E-06	6.01778E-07	9.75787E-07	1.29242E-06	2.14343E-06	1.87208E-06	1.35286E-06	1.90869E-06
Q6CB42	YALI0C22088g1_1	1.44617E-06	3.51766E-06	4.14777E-06	3.97256E-06	2.67451E-06	5.84534E-06	1.72703E-06	3.20673E-06	3.60489E-06	5.0599E-06	2.29476E-06
Q6CA56	YALI0D05731g1_1	2.60521E-05	3.37119E-06	1.49963E-05	2.30042E-05	1.07475E-05	1.46658E-05	1.94248E-05	1.85695E-05	1.62186E-05	2.17386E-05	1.32884E-05
Q6CED6	YALI0B16500g1_1	8.76341E-07	0	8.07944E-07	7.73815E-07	1.62069E-06	2.45804E-06	2.0327E-06	3.11231E-06	3.91716E-06	2.27483E-06	1.39056E-06
Q6CEI8	YALI0B15304g1_1	2.48528E-06	1.94322E-06	2.29131E-06	1.37016E-06	1.47745E-06	1.80075E-06	1.37481E-06	5.69436E-07	4.97347E-07	2.07379E-06	2.03035E-06
Q6CFA4	YALI0B08866g1_1	1.44918E-05	1.13311E-05	1.33608E-05	1.27964E-05	5.97844E-06	4.20016E-06	1.08053E-05	1.03295E-05	6.69342E-06	1.62989E-05	7.39185E-06
Q6C5C7	YALI0E19184g1_1	1.16342E-06	1.45697E-06	2.47562E-06	1.64538E-06	1.49309E-06	1.68009E-06	1.78825E-06	2.57976E-06	5.97245E-07	6.73675E-07	4.89341E-07
Q6CEU6	YALI0B12826g1_1	7.59435E-06	1.52325E-05	7.00162E-06	6.70586E-06	7.23095E-06	8.81321E-06	6.72858E-06	6.43231E-06	7.5723E-06	4.3975E-06	6.20422E-06
Q6C688	YALI0E11539g1_1	3.39394E-07	1.36625E-07	1.89068E-06	2.99687E-07	1.95261E-06	7.65011E-07	5.84059E-07	1.46173E-06	8.46011E-07	1.52841E-06	2.77268E-07
Q6C522	YALI0E21692g1_1	1.52872E-06	9.85644E-07	1.4094E-06	3.11553E-06	2.52518E-06	3.71852E-06	2.92397E-06	1.74522E-06	2.44135E-06	2.75378E-06	2.00027E-06
Q6CDN9	YALI0B22484g1_1	1.3982E-07	5.62853E-08	1.28907E-07	3.96867E-08	0	0	1.72533E-08	1.70598E-06	1.34921E-06	9.5019E-07	1.59299E-06
Q6CC84	YALI0C11561g1_1	5.95485E-07	1.23418E-07	2.73547E-06	8.42173E-07	7.64226E-07	1.67027E-06	9.15302E-07	3.50004E-07	5.93757E-07	7.95842E-07	2.50465E-07
Q6CCF9	YALI0C09735g1_1	1.51531E-05	1.18481E-05	1.44356E-06	1.33802E-05	2.00945E-06	6.32873E-06	1.86985E-06	5.56078E-06	4.85681E-06	1.26441E-05	7.72912E-06
P41943	YALI0C23617g1_1	7.87262E-06	6.15555E-06	4.5317E-06	6.95158E-06	4.68013E-06	5.70422E-06	7.55521E-06	1.8038E-06	2.52331E-06	2.84622E-06	4.01559E-06
Q6CDI7	YALI0C00209g1_1	1.5552E-06	0.000001216	1.43382E-06	1.37325E-06	6.41579E-07	4.50743E-07	5.97006E-07	1.42678E-06	1.55069E-06	9.00536E-07	1.83087E-06
Q6CGM8	YALI0A17985g1_1	1.00012E-06	6.44828E-07	4.7472E-07	1.46153E-07	1.28352E-06	1.44426E-06	8.86101E-07	2.21765E-06	1.28352E-06	2.98157E-07	1.30862E-06
Q6CEN0	YALI0B14399g1_1	6.66152E-06	2.68164E-06	6.1416E-06	5.88217E-06	2.74813E-06	3.75004E-06	2.55721E-06	1.52631E-06	2.13513E-06	3.85735E-06	5.44214E-06
Q6CEG4	YALI0B15840g1_1	6.00493E-07	2.33942E-06	1.72228E-06	3.2039E-06	1.07475E-05	6.35426E-06	5.57711E-06	2.13264E-06	4.65658E-06	4.84921E-06	1.52613E-06
Q6CC44	YALI0C12595g1_1	2.34764E-06	2.93999E-06	4.99552E-06	4.7845E-06	2.23531E-06	1.08979E-06	2.08001E-06	3.4496E-06	2.34083E-06	1.3594E-06	1.91791E-06
Q6C708	YALI0E04719g1_1	4.18205E-06	2.69639E-06	3.85564E-06	8.52302E-06	5.36711E-06	6.03928E-06	3.70529E-06	4.77432E-06	5.36711E-06	3.87856E-06	3.41653E-06
Q6CFU7	YALI0B03564g1_1	1.98677E-06	7.99787E-07	0	1.75433E-06	2.54976E-06	5.57267E-06	8.95091E-06	4.40545E-06	2.85469E-06	2.23451E-06	5.04929E-06
Q6C242	YALI0F11055g1_1	2.10663E-06	2.55314E-05	1.17355E-05	5.7868E-06	5.2512E-06	5.90886E-06	4.88638E-06	1.07813E-05	1.6336E-05	1.70118E-05	1.66555E-05
Q6C4U7	YALI0E23562g1_1	1.13447E-05	4.41971E-05	2.03152E-05	1.94571E-05	9.0903E-06	1.02288E-05	8.45875E-06	1.86634E-05	1.13118E-05	3.96932E-05	2.88321E-05
Q6CFA0	YALI0B08943g1_1	1.06909E-06	1.33884E-06	1.91445E-06	9.44017E-07	2.66494E-06	4.32122E-06	2.47979E-06	1.75878E-06	4.02155E-06	3.74057E-06	1.69642E-06
Q6C284	YALI0F09966g1_1	1.72949E-06	1.11509E-06	8.20928E-07	1.52715E-06	1.64673E-06	1.55936E-06	2.65834E-06	1.46485E-06	8.8784E-07	1.00146E-06	3.26103E-06
Q6C9B9	YALI0D12408g1_1	7.41752E-06	9.28908E-06	1.32827E-05	6.54972E-06	1.37178E-05	6.68788E-06	1.27647E-05	1.64476E-05	7.39599E-06	1.92546E-05	1.88513E-05
Q6C1N1	YALI0F14839g1_1	1.61912E-06	3.24758E-06	3.44531E-06	7.36077E-07	1.06982E-06	1.08309E-06	9.95493E-07	1.37137E-06	1.61442E-06	1.50162E-06	2.11857E-06
Q6C352	YALI0F02585g1_1	2.24278E-06	4.64829E-07	3.31178E-06	1.98039E-06	1.48189E-06	2.02216E-06	3.44731E-06	1.31822E-06	1.65912E-06	2.99738E-06	4.22886E-06
Q6C0P0	YALI0F23045g1_1	3.25113E-07	4.20703E-08	1.87144E-07	2.87077E-07	1.93274E-07	4.22414E-07	3.12005E-07	3.71157E-07	3.2417E-07	1.88257E-07	1.65831E-07
Q6CAE9	YALI0D03399g1_1	2.78161E-07	2.10483E-06	1.54957E-06	7.64093E-07	2.15702E-06	1.51542E-06	2.00716E-06	1.91878E-06	2.68415E-06	5.01069E-07	2.1992E-06
Q6CDX4	YALI0B20482g1_1	2.1181E-06	2.65253E-06	3.79292E-06	3.63271E-06	3.91716E-06	4.7743E-06	4.91299E-06	4.69666E-06	4.10208E-06	5.49822E-06	3.36095E-06
Q6C9Q7	YALI0D09119g1_1	4.05617E-07	0	2.2596E-06	1.11421E-06	6.10935E-06	6.87447E-06	4.6878E-06	5.43459E-06	6.59288E-06	1.41918E-06	3.3137E-07
Q6C4K4	YALI0E26026g1_1	1.20679E-05	1.51128E-05	1.1126E-05	1.0656E-05	3.10834E-06	3.49762E-06	6.6757E-06	2.76503E-06	3.86795E-06	2.24625E-06	9.85886E-06
0	0	1.14603E-05	1.43519E-05	5.43982E-06	1.01195E-05	7.57229E-06	7.66619E-06	7.04621E-06	9.70673E-06	8.47789E-06	6.63608E-06	2.91259E-05
Q6CI89	YALI0A00594g1_1	1.1857E-06	1.48487E-06	1.09316E-06	1.04698E-06	9.50079E-07	6.67479E-07	2.75027E-06	5.10668E-06	6.19509E-06	2.13588E-06	3.01341E-06
Q6CEU5	YALI0B12848g1_1	1.42403E-05	9.18146E-06	1.31288E-05	1.25743E-05	3.02456E-06	6.61039E-06	2.81443E-06	2.09245E-05	1.41989E-05	2.56519E-05	2.68507E-05
Q6C8T1	YALI0D17204g1_1	1.29765E-06	0	3.7218E-06	2.22558E-06	2.39985E-06	3.63978E-06	3.87412E-06	3.70353E-06	2.51314E-06	1.45947E-06	3.40775E-07
Q6C516	YALI0E21868g1_1	3.2596E-07	0	1.81585E-06	1.73914E-06	4.18326E-07	5.70839E-07	7.56073E-07	1.15764E-06	3.25014E-07	1.88747E-07	2.66293E-07
